,User,Date,Jour,Week_day,Heure,Artiste,Titre,Song,Genre
348,Deez,2021-12-31 23:17:23,2021-12-31,Vendredi,23,Jean-Jacques Goldman,Quand la musique est bonne,Quand la musique est bonne,undefined
349,Deez,2021-12-31 23:20:53,2021-12-31,Vendredi,23,AC/DC,Highway to Hell,Highway to Hell,undefined
350,Deez,2021-12-31 23:20:54,2021-12-31,Vendredi,23,Ricchi & Poveri,Amore mio,Sara perche ti amo,undefined
351,Deez,2021-12-31 23:23:57,2021-12-31,Vendredi,23,Ricchi & Poveri,Amore mio,Sara perche ti amo,undefined
352,Deez,2021-12-31 23:23:58,2021-12-31,Vendredi,23,Début de Soirée,Best of Début de Soirée (Le meilleur des années 80),Nuit de folie (Version originale 1988),undefined
353,Deez,2021-12-31 23:28:13,2021-12-31,Vendredi,23,Début de Soirée,Best of Début de Soirée (Le meilleur des années 80),Nuit de folie (Version originale 1988),undefined
354,Deez,2021-12-31 23:28:14,2021-12-31,Vendredi,23,Joan Jett and the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,undefined
355,Deez,2021-12-31 23:31:10,2021-12-31,Vendredi,23,Joan Jett and the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,undefined
356,Deez,2021-12-31 23:31:11,2021-12-31,Vendredi,23,Nena,99 Luftballons,99 Luftballons,undefined
357,Deez,2021-12-31 23:35:05,2021-12-31,Vendredi,23,Nena,99 Luftballons,99 Luftballons,undefined
358,Deez,2021-12-31 23:38:55,2021-12-31,Vendredi,23,The Pointer Sisters,80s 100 Hits,I'm So Excited,undefined
359,Deez,2021-12-31 23:38:56,2021-12-31,Vendredi,23,France Gall,Babacar (Remasterisé en 2004),"Ella, elle l'a (Remasterisé en 2004)",undefined
360,Deez,2021-12-31 23:43:49,2021-12-31,Vendredi,23,France Gall,Babacar (Remasterisé en 2004),"Ella, elle l'a (Remasterisé en 2004)",undefined
361,Deez,2021-12-31 23:48:45,2021-12-31,Vendredi,23,Kool & The Gang,Something Special,Get Down On It,undefined
362,Deez,2021-12-31 23:53:14,2021-12-31,Vendredi,23,Téléphone,Best of,Ça c'est vraiment toi,undefined
363,Deez,2021-12-31 23:53:15,2021-12-31,Vendredi,23,a-ha,Hunting High and Low,Take on Me,undefined
364,Deez,2021-12-31 23:57:04,2021-12-31,Vendredi,23,a-ha,Hunting High and Low,Take on Me,undefined
365,Deez,2021-12-31 23:57:05,2021-12-31,Vendredi,23,Peter & Sloane,"Besoin De Rien, Envie De Toi","Besoin de rien, envie de toi",undefined
366,Deez,2022-01-01 00:00:48,2022-01-01,Samedi,0,Peter & Sloane,"Besoin De Rien, Envie De Toi","Besoin de rien, envie de toi",undefined
367,Deez,2022-01-01 00:00:49,2022-01-01,Samedi,0,Patrick Hernandez,Born to Be Alive,Born to Be Alive,undefined
368,Deez,2022-01-01 00:03:59,2022-01-01,Samedi,0,Patrick Hernandez,Born to Be Alive,Born to Be Alive,undefined
369,Deez,2022-01-01 11:59:29,2022-01-01,Samedi,11,Britney Spears,In The Zone,Toxic,undefined
370,Deez,2022-01-01 12:02:52,2022-01-01,Samedi,12,Britney Spears,...Baby One More Time (Digital Deluxe Version),...Baby One More Time,undefined
371,Deez,2022-01-01 15:40:39,2022-01-01,Samedi,15,Britney Spears,In The Zone,Toxic,undefined
372,Deez,2022-01-01 15:43:59,2022-01-01,Samedi,15,Katy Perry,Hot N Cold,Hot N Cold,undefined
373,Deez,2022-01-01 15:47:11,2022-01-01,Samedi,15,Britney Spears,In The Zone,Toxic,undefined
374,Deez,2022-01-01 15:50:31,2022-01-01,Samedi,15,Lady Gaga,The Fame,Poker Face,undefined
375,Deez,2022-01-01 15:54:29,2022-01-01,Samedi,15,Usher,Versus,DJ Got Us Fallin' In Love (feat. Pitbull),undefined
376,Deez,2022-01-01 15:56:03,2022-01-01,Samedi,15,Clara Luciani,Cœur,Respire encore,undefined
377,Deez,2022-01-01 15:59:51,2022-01-01,Samedi,15,Clara Luciani,Cœur,Amour toujours,undefined
378,Deez,2022-01-01 16:01:01,2022-01-01,Samedi,16,Angèle,Nonante-Cinq,Bruxelles je t’aime,undefined
379,Deez,2022-01-01 16:03:49,2022-01-01,Samedi,16,Michel Berger,Différences (Remasterisé en 2002),Chanter pour ceux qui sont loin de chez eux (Remasterisé en 2002),undefined
380,Deez,2022-01-01 16:07:34,2022-01-01,Samedi,16,Dave,Les Grands Succès De Dave,Lettre a Hélène,undefined
381,Deez,2022-01-01 16:10:58,2022-01-01,Samedi,16,Charles Aznavour,L'album de sa vie 100 titres,Mourir d'aimer,undefined
382,Deez,2022-01-01 16:14:56,2022-01-01,Samedi,16,François Feldman,Best Of Gold,Slave (Album Version),undefined
383,Deez,2022-01-01 16:18:36,2022-01-01,Samedi,16,Michel Jonasz,Changez tout,Les vacances au bord de la mer,undefined
384,Deez,2022-01-01 16:20:56,2022-01-01,Samedi,16,ZAZ,Zaz,Je veux,undefined
385,Deez,2022-01-01 16:23:28,2022-01-01,Samedi,16,ZAZ,Zaz,Éblouie par la nuit,undefined
386,Deez,2022-01-01 16:25:53,2022-01-01,Samedi,16,Zazie,Zest Of,Je suis un homme,undefined
387,Deez,2022-01-01 16:30:24,2022-01-01,Samedi,16,ZAZ,On ira,On ira,undefined
388,Deez,2022-01-01 16:33:37,2022-01-01,Samedi,16,ZAZ,Zaz,La fée,undefined
389,Deez,2022-01-01 16:37:44,2022-01-01,Samedi,16,Stanislas,L'Equilibre Instable (e album),Le Manège,undefined
390,Deez,2022-01-01 16:40:09,2022-01-01,Samedi,16,Zazie,Zest Of,Je suis un homme,undefined
391,Deez,2022-01-01 16:44:17,2022-01-01,Samedi,16,Zazie,Speed,Speed,undefined
